제목,일자,본문,URL,언론사,통합 분류1
"""새해 해맞이 명소 안전상황 관리"" 행안부 현장관리관 파견",20231231,지난 24일 일출 명소인 강원 강릉시 강동면 정동진 해변을 찾은 많은 해맞이 관광객이 일출을 바라보고 있다. 연합뉴스 [파이낸셜뉴스] 행정안전부가 새해를 앞두고 타종 해맞이 행사가 열리는 곳에 현장상황관리관을 파견해 안전관리현황을 점검한다.이상민 행안부 장관은 31일 새해맞이 행사가 진행되는 서울 동대문 디자인 플라자(DDP) 일대를 방문해 안전관리 현..,http://www.fnnews.com/news/202312311351343304,파이낸셜뉴스,지역>부산
둘째 이상 낳으면 300만원 신생아 특공에 최저 1.6% 특례대출 도입,20231231,올해 태아를 포함해 2세 이하의 자녀가 있는 가구는 7만호의 아파트 특별공급을 받을 자격을 얻게 된다. 2년 이내 출산한 연소득 1억 3000만원 이하 무주택 가구는 최저 1.6% 금리로 최대 5억원의 주택 구입 자금을 대출받을 수 있다. 결혼 출산을 한 부부는 부모에게서 양가 합산 최대 3억원까지 물려받아도 세금을 내지 않는다. 청년에게 힘이 되는 ‘..,http://www.seoul.co.kr/news/newsView.php?id=20231231500053,서울신문,사회>여성
"'제야의 종' 타종행사 10만명 인파 예상 ""안전관리 점검""",20231231,"지난해 12월31일 오후 서울 종로구 보신각 앞에 열린 2022년 제야의 종 타종행사를 보기 위해 모인 시민들로 가득한 모습. 뉴시스 
[파이낸셜뉴스] 행정안전부가 31일 열리는 제야의 종 타종행사 관련 안전사항을 정비하고 나섰다. 제야의 종 행사가 열리는 서울시 종로구 보신각에는 10만여명의 인파가 몰릴 것으로 예쌍된다. 
 
이한경 행안부 재난안전관..",http://www.fnnews.com/news/202312311329083231,파이낸셜뉴스,사회>사회일반
"'이자 장사' 눈총받는 4대 은행, 희망퇴직 조건 축소",20231231,"4대 시중은행(KB국민 신한 하나 우리)이 희망퇴직 조건을 줄였다. 지난 한 해 지속된 ‘이자 장사로 돈잔치한다’는 비판을 고려한 결정으로 풀이된다.
31일 금융권에 따르면, KB국민은행은 29일부터 다음 달 3일까지 희망퇴직 신청을 받는다. 근무기간에 따라 차등 지급하는 특별퇴직금 규모는 전년(23~35개월어치 월평균 임금) 대비 상 하단이 모두 줄어..",https://www.hankookilbo.com/News/Read/A2023123112490000449,한국일보,사회>노동_복지
"공식 데뷔도 안했는데... 뉴진스, 연말연시 일본 방송가 뒤흔들다",20231231,"K팝 그룹 뉴진스가 ‘한국어 노래’로 일본 최고 권위의 음악 시상식에서 수상하고, 공영방송 NHK의 프로그램에 잇따라 출연하는 등 연말연시 일본 방송가를 뒤흔들고 있다. K팝 그룹의 일본 지상파 방송 출연은 대부분 일본어판 음반 출시 후 이뤄졌다는 점에서, 아직 일본 무대 공식 데뷔를 하지도 않은 뉴진스의 출연은 매우 이례적이다.
31일 일본 스포츠매체..",https://www.hankookilbo.com/News/Read/A2023123112260001661,한국일보,문화>음악
‘평택 기지 주민에 상업용지 우선권’ 약속 어긴 LH 2심도 “214억 배상”,20231231,"평택 미군기지에 살던 원주민들에게 상업 용지 우선 선택권을 주기로 한 약속을 어긴 한국토지공사(LH)가 정부와 함께 214억원을 배상해야 할 책임이 있다고 법원이 판결했다. 
 
서울고법 민사9부(재판장 성지용)는 김모씨 등 이주민 180명이 LH와 정부를 상대로 낸 손해배상 청구 소송 항소심에서 1심처럼 원고 일부 승소로 판결했다. 
 
재판부는 LH..",https://www.chosun.com/national/court_law/2023/12/31/UKG4ANLYKVCM3EFQJNOSESR22Q/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,조선일보,사회>사건_사고
"中제조업 `시들시들` 12월 PMI 49.0로 `뚝`, 수축국면 이어져",20231231,"중국의 제조업 구매관리자지수(PMI)가 10월과 11월에 이어 12월까지 연달아 '기준치 50' 아래로 떨어지면서 경기 수축 국면이 석 달째 지속되고 있다. 지난달까지 기준치 이상 수준을 유지해 경기 회복을 이끌던 대기업 부문조차 수축 임계점에 진입했다. 



31일 중국 국가통계국에 따르면 중국의 12월 제조업 PMI는 지난달보다 0.4 포인트 하락..",http://www.dt.co.kr/contents.html?article_no=2023123102109919608006&ref=jeadan,디지털타임스,경제>증권_증시
2022년 신재생에너지 보급 확정통계 보니,20231231,"2022년 신 재생에너지 신규 설비가 전년에 견줘 14.5%, 태양광 신규 설비가 16.3% 감소한 것으로 나타났다. 한국이 지난 13일(현지시각) 폐막한 제28차 유엔기후변화협약 당사국총회에서 전 세계 재생에너지 설비를 2030년까지 3배 늘리기로 합의했지만, 정작 국내의 신규 설비 보급에 소극적이었다는 지적이 나온다.
한국에너지공단이 최근 공개한 ‘..",http://www.hani.co.kr/arti/society/environment/1122410.html,한겨레,경제>자원
NYT-오픈AI 소송 국내로? 공정위 의견서 낸 ‘신문협회’ vs ‘시기상조’란 네이버,20231231,"뉴스를 포함한 거대한 온라인 데이터를 학습해 답변을 제공하는 ‘생성형 인공지능’이 출현한 이후, 독자를 생성형 인공지능에 뺏길 수 있다는 위기감에 휩싸인 전세계 언론사들이 생존을 위해 움직이고 있다. 특히 2000년대 들어 인터넷과 포털 시대가 열린 뒤 ‘뉴스 플랫폼의 몰락’을 한차례 겪은 신문 업계의 행보가 눈에 띈다. 미국에서는 뉴욕타임스가 인공지능..",http://www.hani.co.kr/arti/economy/it/1122408.html,한겨레,사회>미디어
"현대엔지니어링-현대건설, 평촌 공작부영아파트 리모델링 수주",20231231,"현대엔지니어링 현대건설 컨소시엄이 총 6463억 원 규모의 경기 ‘안양 평촌 공작부영아파트’ 리모델링(조감도) 사업을 따냈다.



현대엔지니어링은 현대건설과 구성한 컨소시엄이 지난 30일 선정 총회에서 최종 시공사로 선정됐다고 31일 밝혔다. 현대엔지니어링 지분이 약 3555억 원(55%), 현대건설 지분은 약 2908억 원(45%)이다.



이 사..",http://www.munhwa.com/news/view.html?no=2023123101039907176001,문화일보,지역>울산
[단독] CJ가 점 찍었던 스타트업 ‘플레이팅’ 투자 반년만에 매물로,20231231,"기업용 조식 점심 정기구독 서비스 
지난달 회생절차 이어 M&A매물로 
벤처 자금조달 위기 신호탄 해석도

‘쉐프가 찾아가는 구내식당’ 등 요식 아이디어로 관심을 모았던 플레이팅코퍼레이션이 M&A 시장 매물로 나왔다. 경제 상황 악화와 금리 인상으로 인한 자금 조달 어려움 등을 이겨내지 못한 것으로 풀이된다.
31일 투자은행(IB) 업계에 따르면, 플레..",http://www.mk.co.kr/article/10910430,매일경제,경제>산업_기업
포항 경주 해넘이 해맞이 명소 안전 점검 김지한 포항해경서장,20231231,"  
 

 

 
 



 [포항 경주=뉴스핌] 남효선 기자 = 한 해를 마무리하고 새해를 맞는 세모인 31일 김지한 경북 포항해양경찰서장이 해넘이와 해맞이 명소인 경주 문무대왕릉과 구룡포해수욕장, 호미곶광장 등 포항.경주지역 연안을 점검하고 있다. 김 서장은 대한민국 대표 해맞이 축제인 '호미곶 한민족 해맞이 축전'과 '문무대왕릉 신년 해룡축제' ..",http://www.newspim.com/news/view/20231231000088,뉴스핌,지역>경북
"141개 지상파 재허가 내년으로 방통위 ""방송사 불이익 없을 것""",20231231,"[서울=뉴스핌] 조승진 기자=KBS 2TV와 SBS, MBC SBS UHD, 지역 MBC와 지역 민방 등 주요 지상파 방송사들이 방송통신위원회(방통위)의 '방송 사업자 재허가'를 받지 못한 채 해를 넘기게 됐다.  
 

 당초 방통위는 31일 오전 전체회의를 열어 34개 지상파방송사 141개 방송국에 대한 재허가를 의결할 예정이었으나 당일 0시쯤 급작..",http://www.newspim.com/news/view/20231231000083,뉴스핌,사회>미디어
"2024년 연임 노리는 바이든, 트럼프 꺾을 수 있나?",20231231,"FT 필진들, 2024년 신년 예측 
바이든이 트럼프 근소한 차이로 이길 듯, 트럼프 거부감 때문 
트럼프 ""바이든은 사기꾼"" 진흙탕 선거전 시동 
 
 미국의 조 바이든 대통령이 12월 30일(현지시간) 미국령 버진 아일랜드 세인트 크루아 섬의 성당에서 미사를 마친 뒤 걸어나오고 있다. 그는 12월 26일부터 2024년 1월 2일까지 버진 아일랜드로 ..",http://www.fnnews.com/news/202312311413168157,파이낸셜뉴스,국제>미국_북미
"“나와서도 그러면 사람 아니다” 40대 성폭행한 중학생, 구치소 편지 공개",20231231,"[헤럴드경제=문영규 기자] 충남 논산에서 퇴근하던 40대 여성을 성폭행한 중학생이 구치소 수감 중 피해자에게 보낸 편지 내용이 공개됐다. 
 
 JTBC는 지난 29일 15세 중학생 A군이 지난달 23일 대전교도소 수감 당시 피해자인 여성 B씨에게 보낸 자필 편지 내용 일부를 공개했다. 
 
 A군은 편지에서 “아픔을 사람들한테 말해 위로 받기도 힘드시..",http://biz.heraldcorp.com/view.php?ud=20231231000083,헤럴드경제,사회>사건_사고
‘푸바오 할아버지’한테 왜 악플이? 에버랜드 “우려되는 상황”,20231231,"‘푸바오 할아버지’ 강철원 사육사가 일부 누리꾼들의 과도한 비난 댓글에 시달리자 에버랜드가 이례적인 입장문을 냈다. 
 
에버랜드가 운영하는 유튜브 채널 ‘말하는동물원 뿌빠TV’는 지난 30일 올린 공지문에서 “최근 푸바오의 환경이 변화하는 것을 두고 걱정하는 분들이 많다”며 “사육사 개인을 향한 지나친 비난 또는 팬들 간의 과열된 댓글이 늘어나 우려되..",https://news.kmib.co.kr/article/view.asp?arcid=0019021156&code=61121111&cp=kd,국민일보,사회>사회일반
"""간통죄 수사하듯 이선균 수사"" 윤 대통령 '정치 멘토'도 경찰 강력 비판",20231231,"윤석열 대통령의 ‘조언자’로 알려진 신평 변호사가 경찰이 고(故) 이선균씨의 죽음에 책임이 있다는 의견을 냈다. 
 

 윤 대통령에게 조언을 해 주는 사회 명사 중 한명인 신 변호사는 31일 자신의 SNS에 영화 '기생충'의 ""세계적 배우의 어이없는 죽음에 가장 직접적 원인을 제공한 건 어쩌면 경찰이 아닐까?""라고 적었다. 
 

 신 변호사는 “유명..",http://www.sedaily.com/NewsView/29YQ5JPDRT,서울경제,사회>사건_사고
[현장컷] 강원 폭설 속 대관령 등산객 인산인해,20231231,[사진기사],www.kado.net/news/articleView.html?idxno=1221617,강원도민일보,지역>강원
"가수 이승환, ‘김건희 특검’ 거부권 행사 입장에 비판글 SNS에 게시",20231231,"가수 이승환이 이른바 ‘쌍특검’ 법안에 거부권 행사 입장을 내비친 윤석열 대통령을 비판하는 메시지를 자신의 SNS 계정에 게시했다. 



이 씨는 윤 대통령이 후보 시절 특검에 대해 발언한 사진을 전날 자신의 페이스북 계정에 올렸다. 사진 속 윤 대통령은 ""특검을 왜 거부합니까. 죄 졌으니까 거부하는 겁니다""라고 말하고 있다. 이 씨는 이와 함께 ‘#..",http://www.munhwa.com/news/view.html?no=2023123101039910183007,문화일보,정치>청와대
"""판다 사육 처음이지 않나"" ""세뇌당하신 듯"" 난데없는 푸바오 할부지 악플",20231231,"[이투데이] 기정아 기자 (kki@etoday.co.kr)



국내 최초 자연 번식으로 태어난 자이언트 판다 푸바오를 돌보는 사육사들을 향한 악플에 에버랜드 측이 우려를 표했다.

30일 에버랜드 유튜브 채널 ‘뿌빠TV’는 입장문을 내고 “최근 푸바오의 환경이 변화하는 것을 두고 걱정하시는 분들이 많다”라며 “바오 패밀리를 사랑해주시는 마음은 감사하나..",https://www.etoday.co.kr/news/view/2316814,이투데이,미분류
BTS 뷔 참여한 '웨어에버 유 아' 89개국 아이튠즈 1위,20231231,"그룹 BTS의 뷔와 미국 싱어송라이터 우미(UMI)가 협업한 '웨어에버 유 아(wherever u r) 뮤직비디오 캡처. 그룹 BTS의 뷔와 미국 싱어송라이터 우미(UMI)가 협업한 '웨어에버 유 아(wherever u r)'가 전 세계 89개국 아이튠즈 '톱 송' 차트 1위를 기록했다. 
 
31일 오전 10시 기준 '웨어에버 유 아'는 미국과 영국 ..",https://www.daejonilbo.com/news/articleView.html?idxno=2105393,대전일보,국제>미국_북미
"65세 이상 40%, 동절기 코로나19 백신 접종",20231231,"올해 동절기에 65세 이상 고령층 10명 중 4명이 코로나19 백신을 접종한 것으로 나타났습니다.

질병청에 따르면 지난 10월 동절기 코로나19 백신 접종이 시작된 이후 65세 이상 누적 접종자는 393만 140명으로, 접종률이 40.3%에 이릅니다.

지난해 같은 기간보다 접종률은 30% 가량 높아졌지만, 코로나19 신규 양성자 발생이 억제되면서 접..",https://www.ytn.co.kr/_ln/0103_202312311524180646,YTN,사회>의료_건강
"'양평고속도로 특혜 의혹' 원희룡 고발사건, 여주지청 배당",20231231,"원희룡 전 국토교통부 장관이 양평고속도로 노선 변경으로 대통령 처가에 특혜를 줬다는 내용의 고발 사건이 수원지검 여주지청에 배당됐습니다.

대검찰청은 지난 22일, '사법정의바로세우기시민행동'이 원 전 장관과 김선교 전 국민의힘 의원을 직권남용 혐의로 고발한 사건을 여주지청에 배당했습니다.

앞서 단체는 지난 7월 고위공직자범죄수사처에 고발장을 접수했는..",https://www.ytn.co.kr/_ln/0103_202312311524234199,YTN,정치>청와대
"인천 연안여객선 12개 항로, 기상악화로 운항 통제",20231231,"서해 기상 악화로 오늘(31일) 인천지역 15개 연안여객선 항로 가운데 12개 항로의 운항이 통제됐습니다.

한국해양교통안전공단 인천운항관리센터는 오늘(31일) 오후 3시 기준 인천~백령도, 인천~연평도 등 12개 항로 운항이 제한됐다고 밝혔습니다.

오늘 새벽 통제됐던 삼목~장봉 항로는 오전 10시쯤부터 운행이 재개됐고, 강화도 하리~서검, 선수~주문..",https://www.ytn.co.kr/_ln/0103_202312311524356396,YTN,사회>사회일반
